abu_dhabi ae gulf,dubai ae gulf,fujairah ae gulf,ras_al_khaimah ae gulf,umm_al_quwain ae gulf,manama bh gulf,hawalli kw gulf,jahra kw gulf,nizwa om gulf,sohar om gulf,sur om gulf,salalah om gulf,khasab om gulf,muscat om gulf,doha qa gulf,al_rayyan qa gulf,al_madinah sa gulf,abha sa gulf,hail sa gulf,jizan sa gulf,najran sa gulf,riyadh sa gulf,tabuk sa gulf,buraidah sa gulf,dammam sa gulf,jeddah sa gulf,ramadi iq gulf,baghdad iq gulf,basra iq gulf,duhok iq gulf,erbil iq gulf,karbala iq gulf,amarah iq gulf,samawah iq gulf,najaf iq gulf,mosul iq gulf,sulaymaniyah iq gulf,kut iq gulf,djibouti dj gulf_aden,mogadishu so gulf_aden,aden ye gulf_aden,al_hudaydah ye gulf_aden,dhamar ye gulf_aden,ibb ye gulf_aden,sanaa ye gulf_aden,amman jo levant,aqaba jo levant,salt jo levant,zarqa jo levant,halba lb levant,beirut lb levant,tripoli lb levant,sidon lb levant,gaza ps levant,jerusalem ps levant,al_suwayda sy levant,aleppo sy levant,damascus sy levant,homs sy levant,latakia sy levant,algiers dz maghreb,annaba dz maghreb,bechar dz maghreb,bordj_bou_arreridj dz maghreb,bouira dz maghreb,jijel dz maghreb,khenchela dz maghreb,oran dz maghreb,ouargla dz maghreb,benghazi ly maghreb,tobruk ly maghreb,bayda ly maghreb,misrata ly maghreb,tripoli ly maghreb,fes ma maghreb,marrakesh ma maghreb,oujda ma maghreb,rabat ma maghreb,agadir ma maghreb,meknes ma maghreb,tangier ma maghreb,nouakchott mr maghreb,ariana tn maghreb,kairouan tn maghreb,mahdia tn maghreb,sfax tn maghreb,sousse tn maghreb,tunis tn maghreb,alexandria eg nile_basin,aswan eg nile_basin,asyut eg nile_basin,damanhur eg nile_basin,beni_suef eg nile_basin,cairo eg nile_basin,mansoura eg nile_basin,faiyum eg nile_basin,tanta eg nile_basin,giza eg nile_basin,ismailia eg nile_basin,kafr_el_sheikh eg nile_basin,luxor eg nile_basin,minya eg nile_basin,shibin_el_kom eg nile_basin,el_arish eg nile_basin,port_said eg nile_basin,qena eg nile_basin,hurghada eg nile_basin,zagazig eg nile_basin,girga eg nile_basin,el_tor eg nile_basin,suez eg nile_basin,khartoum sd nile_basin
1590.5638454111172,1696.6819430723629,1797.6020921420914,1768.9928916770068,1736.6627278450492,1270.4465929398139,1242.441669931414,1215.0445027664082,1897.723994084841,1827.0061645547962,2102.9883643214594,1648.0557346168257,1811.2514441993173,1987.149893121924,1327.468725810655,1263.8008505971668,77.75944115582617,510.8119403419103,644.0615062888047,596.7973277700327,788.0175398504776,844.1607304113301,762.9050748215151,718.295633161237,1235.353910084678,0.0,1374.2952115822316,1396.7962338331056,1311.838258456076,1755.3085015779964,1686.1819745752714,1314.1176268329843,1386.5609712585965,1237.767566588071,1263.1030992156348,1680.14302509104,1665.213568811359,1377.9926642371265,1142.1270672366597,2260.0840787773172,1155.292797647621,850.9447264265608,930.0290069120817,977.3787216666459,870.7093716304677,1193.2315680675788,974.1150615044611,1207.9104839309489,1201.2483043811203,1468.0950558473755,1411.9638798170533,1462.784378040631,1378.9839531370153,1192.658329479903,1197.953421471292,1259.540290953674,1631.8432233082178,1351.8015604377501,1477.1508154577034,1579.712618365352,3863.875974619353,3470.007982594433,4220.540666051147,3705.124429471401,3774.405751670974,3614.729333445371,3472.745948583427,4160.7299855696,3385.447786767663,2222.1705877574036,1903.4543300973203,2118.763870101985,2663.620502898914,2852.0670438526063,4528.823838769231,4788.928681270618,4255.826779702685,4695.589883971086,4940.1234038182465,4574.213411210532,4622.2111315112,5760.6242520809,3277.1958258441446,3224.669631318034,3168.872684102682,3167.942588210669,3185.653430423148,3218.790473920266,1409.7941937560133,700.7527824981064,1019.5220440380979,1359.4776934047552,1160.1876603206852,1228.520332422802,1303.2763796223,1214.6843376128809,1305.1086871566004,1225.3687628953594,1199.3201365132609,1364.9559728773108,806.381569333242,1110.5900352780586,1285.2109479257565,1184.8236823733212,1271.6291557718357,829.5338785555305,826.3557662230205,1257.1958766087103,908.5827615976078,921.8227875671313,1142.4826512137074,963.467032738666
1466.2462248479249,1472.7209911751056,1563.4328250487958,1488.1397534227588,1475.963372983023,1063.68045157983,645.4996769752124,593.4429873166189,1814.6525567732324,1650.3972490011247,1994.5459358455948,2115.347015334891,1485.4769652308507,1831.966909763133,1204.1167662438843,1200.953172726133,1300.9097267765308,1686.9250215447894,734.1917671227594,1783.922043545424,1725.2704228487526,1029.0059322510615,782.9610782825567,789.0793103328981,1015.2114320501332,1374.2952115822316,0.0,101.33860203946008,535.9143803762696,401.63854803366036,313.55257002218417,113.09787942691166,401.26100711330145,299.97087309058423,185.19710746639848,324.2030522252168,307.57931840114185,257.7848929905044,2389.3908841354028,3478.3725662245406,2292.2953222254087,2063.6638875534322,2072.266533901578,2137.6303612856545,2003.9295498166532,710.6027629182639,898.3363827158902,726.1294935913039,692.2864332658995,678.5502487665397,727.137564411181,700.3325928524341,736.1485395307337,868.7002718449063,780.1359812895922,633.4571993855094,640.011128004756,649.7366671543643,624.556844746944,728.7859104327772,3660.7745309206425,3242.4945785578275,4234.893016692143,3526.730888904594,3592.2197556765773,3403.5575901222687,3341.129603847051,4007.4331094905833,3437.135157844259,2175.493334812731,1815.9613382064126,2008.826541654616,2633.7284229687357,2800.6046156757493,4436.144881623883,4773.170133396748,4142.6566198827495,4601.1211308909715,4958.460419029112,4485.191106327541,4464.431382334387,6102.828407145657,3031.5150656135493,3042.978187527631,3000.846358508105,3032.51135053541,2992.8540015256103,3131.0786967375166,1285.3624899311376,1448.3129631407114,1353.8272317833662,1236.9562640750785,1290.1634322646582,1202.270868746022,1152.9734586143782,1287.2622081007266,1196.6772644541843,1206.7375552401336,1106.6731036010588,1192.0784557014565,1339.6804697563575,1317.400324639096,1203.450967433252,929.7429501187414,1061.8409684431988,1300.629612473794,1140.2276746552102,1157.4920122144383,1352.0615268024067,1089.253854514749,1089.0234629647755,2252.9706219441537
1381.6818495990883,1383.4209809553354,1472.33517327307,1396.2464275759207,1385.0598824447995,987.2722072838862,566.6957185714954,518.0923769882567,1726.4481398152814,1560.4388529231114,1903.5276257533255,2050.4050931225274,1391.916449434748,1740.7505314868095,1127.0384807844787,1127.8635308857142,1325.5013298414012,1681.7949598532193,752.7865028699017,1777.3812442614949,1700.183190325308,986.7868837652137,848.8310320843584,773.7087249836665,940.4103735367328,1396.7962338331056,101.33860203946008,0.0,449.59484846147575,431.0538410031301,322.24306042183287,82.67870451099351,305.9923436274413,236.99270581943267,144.3965679711998,357.0947031237345,268.5345015190037,162.24164490755382,2380.7881691265716,3459.6742880235815,2272.8165788325814,2054.707827756702,2056.2714652394684,2122.379920194786,1988.2222164962734,807.2119019977221,983.9615022317354,823.2767543695869,789.2464571945761,779.5444727754306,828.4565995267401,801.4670580705814,837.2572421472282,964.7086938445536,876.7420302703722,732.6086601304473,734.3735511385892,750.7808987633866,725.0920411336435,827.765231031792,3760.618842091901,3342.465968927942,4336.1543145650585,3627.0004609823554,3692.3877664425604,3503.5585334330253,3441.979262069159,4107.596026449208,3538.4245256472595,2276.4832367950257,1916.6076538099524,2109.97234300029,2734.9962197438167,2901.942131667509,4536.67395584911,4874.160335486689,4243.154445137636,4701.5458092264835,5059.587651995532,4585.729153191334,4564.2032508600405,6203.195105213819,3131.5114759359685,3143.652389434329,3101.6707420423013,3133.5372311274236,3093.475056459089,3232.2888217919076,1383.536695446198,1514.9271600360855,1437.9923922338774,1334.4994227534532,1380.9445860049923,1296.5408892607907,1249.9827520614483,1379.9956911150637,1293.2741908348007,1300.8529743999882,1201.0397871090402,1290.209218709189,1413.8323385062818,1405.9052409673116,1299.4218300222403,1025.1015583933129,1158.8698464306506,1376.520789193455,1217.3407514635558,1253.1566329446423,1431.1612919507697,1171.7909450136972,1181.5382683762398,2295.7708729787423
932.0939180768617,937.0400677341917,1028.9971924884371,954.8120825482558,941.4116996862019,545.8617819643514,133.3001442264633,113.40522552525147,1278.738987610982,1114.974462568693,1459.7490268293323,1623.7963562965042,955.3871734960769,1297.4442964088328,683.4332493836188,691.2262546996249,1254.9294344958423,1462.0941773300246,729.0426012404714,1548.3648311599738,1400.9214017642655,657.8591131472014,1016.0728052413202,595.1243128241551,502.7733152454464,1311.838258456076,535.9143803762696,449.59484846147575,0.0,847.0488344419929,723.8463555070884,428.5432718007308,162.80666385000868,257.7805260931757,371.0532545097499,782.4354100233777,603.2881576907141,291.23522404940735,2128.5634014584207,3157.931652956654,1981.3525133725957,1807.9260856235069,1782.11942351468,1849.623539873233,1716.763744984832,1143.274674806323,1238.9978287649617,1162.6834887830378,1128.9915936729203,1189.1454746598406,1221.3452450281613,1207.9657050199517,1221.6129057905994,1288.3373774020017,1209.173498898497,1093.984879558765,1174.4985880824672,1136.1874067668687,1141.366860988641,1253.4929220092713,4171.629892336367,3752.6939318513405,4720.105819197087,4033.482459618336,4100.003430968255,3913.2655519237187,3839.847306100379,4514.800278884008,3907.6573275797896,2638.3836126957285,2273.008007895546,2478.042519019403,3105.434374400421,3279.327900587069,4938.576098739235,5266.924939129671,4645.833502423586,5104.805156297732,5448.21533300596,4987.445660060222,4975.185422649048,6538.1703904793385,3541.780886282209,3545.2024358892704,3500.6731501808185,3528.0981631513027,3495.963716268469,3620.8011561419016,1713.5624488743201,1635.8789340528415,1661.5856189980855,1659.2881319497485,1649.994825121649,1594.1136838881912,1571.9609126232917,1663.2247132575417,1610.3213701152956,1597.082670013881,1502.5447657228021,1621.949524630431,1580.1715605374359,1658.5226068940908,1610.8190204759,1341.05659464025,1483.7463854263287,1554.2735344211812,1410.1859025351093,1563.3334724199406,1624.7026696095104,1397.7087896896965,1470.07194080563,2269.4670333557906
1761.8677151197292,1745.3297713373033,1824.3263441310407,1745.1407393556328,1739.322026975887,1392.8778805883521,975.4179579399104,933.3839500389429,2089.21622625157,1916.968627125264,2251.00904256386,2468.584226238714,1731.099844841294,2088.801082283103,1529.7611127155408,1538.0164135889127,1679.9747227694704,2087.065941571254,1124.6713504663626,2184.4088977231254,2125.1978625822676,1417.7452729381182,1093.5327774604727,1190.504793897085,1349.4892367422487,1755.3085015779964,401.63854803366036,431.0538410031301,847.0488344419929,0.0,124.92391009315823,498.5316316679418,685.8228078900678,667.2290728580406,570.5899143559216,77.52182015979335,267.58339720444394,562.4645603373511,2790.1643364345473,3879.9176149247337,2693.67984733862,2464.6160198618745,2473.8989174969493,2539.2681230248886,2405.5653713267484,867.0941809889124,1122.5989656596466,874.4322312670373,846.9931823781668,691.9878475057162,774.1317324050065,717.9280307210233,800.7159215196508,1015.7164199129695,928.845436789816,765.8770363839634,538.6867242569294,730.7522495564077,630.1676524242461,678.5572250497858,3541.0100697605712,3128.5196887861193,4164.814402382315,3418.297576018145,3480.685549435847,3289.118750767806,3252.7950892101467,3893.3849225925737,3400.407988850952,2174.6315814511595,1836.680534169485,2002.5049752161967,2607.3383198275496,2758.8850417959325,4330.280056219112,4683.116669667103,4037.2159680952227,4491.429775400226,4874.973886280953,4379.388305635464,4339.009739926907,6097.103083149482,2919.855720697005,2950.5428090342098,2914.3369522956036,2954.664318999764,2899.064762505764,3063.76231559641,1377.7271151301636,1734.8531760086482,1565.4288968006435,1340.8740482740639,1460.031199309842,1345.6842583938294,1268.406051476903,1441.098448294938,1314.970721085148,1351.440739991045,1254.1174859025323,1289.7487137041087,1600.4168307032412,1502.9201208943953,1328.8245271514015,1078.7476808807348,1182.4129127548779,1555.118690622553,1394.7637040854802,1288.6846592043514,1590.3637919083992,1319.9736252347466,1254.2889004291812,2595.462909446693
1636.9465066706161,1620.7120649616145,1700.1808743536274,1621.110876449419,1615.0145681048523,1269.4523704930177,853.1540931009345,812.4637480942638,1964.6832584961373,1792.644694737146,2127.360383785635,2346.634267743385,1607.6539444079685,1965.0323540160978,1405.9113035983228,1415.053711152976,1612.2071513365645,1997.3095481109067,1047.542904609416,2093.752578872366,2022.360094814704,1306.6530099750273,1058.5515689454228,1093.1799561584328,1226.5636828936454,1686.1819745752714,313.55257002218417,322.24306042183287,723.8463555070884,124.92391009315823,0.0,396.63867103651097,562.0663748527699,554.3249715985262,465.72757903039167,83.48196185261357,147.30770230481127,442.2482175709452,2698.446976035442,3781.157405591259,2594.331905212227,2372.455768965924,2376.849626149016,2442.739704767835,2308.692684534236,881.6480222443771,1119.8048009947388,891.6878393697602,861.5951981277526,743.308479355414,818.6143723900733,768.9757347942005,840.9257850774358,1036.2414433203187,947.1966469297405,784.9514087198035,615.5852739998662,763.97647632939,681.2640519850697,747.010998501841,3641.5310115287016,3227.4408859242308,4255.703555678678,3516.454220279172,3579.528044338025,3388.3262539619914,3346.6214083651757,3993.114026402599,3482.9594076691915,2245.8576394790643,1900.9839421878316,2074.48402801907,2686.055862826264,2841.5567833403966,4428.73851597311,4778.623361591203,4135.362320954006,4590.7580452853135,4969.246114709977,4477.869984732754,4441.2648896728315,6174.520602336412,3018.0304309680946,3044.8093798632813,3007.2931403055336,3045.8222687661323,2993.536102638692,3152.783726882714,1419.1491319204051,1713.5014485052473,1570.9087929113398,1378.5758307959145,1478.5612409578653,1371.5366710731253,1301.957633860894,1464.5517654256819,1348.1530009417152,1376.949317893966,1277.7902665253023,1328.7694696608353,1588.5082719138095,1516.7045597075507,1360.0171099655681,1099.6782725194157,1213.426412227496,1545.294618789471,1383.896376482663,1317.709759578448,1586.6419064329,1317.0246369832726,1272.388553545339,2550.439345740618
1356.0896988278168,1365.3780984934601,1457.4956424336262,1383.0091903218076,1369.9220610580812,951.2057041380058,534.0493416462865,481.2023561840964,1706.343937855812,1543.4408794801027,1888.2921189212384,2002.5659918036822,1382.1461810401663,1725.9672618578577,1091.7096141445124,1088.002379270852,1242.8429822210587,1602.5343597988726,670.1119776135511,1698.4967045599712,1627.382003652441,922.008172156033,776.9895343475082,696.5691123264116,902.4997961680051,1314.1176268329843,113.09787942691166,82.67870451099351,428.5432718007308,498.5316316679418,396.63867103651097,0.0,305.6067851065419,186.9287010171881,73.60727391192655,422.37692929878284,351.17731175415446,169.0383175831697,2302.586115861823,3384.7859532121415,2198.0258983073427,1976.5319886636155,1980.2198111965047,2046.1010380599962,1912.0566567592307,767.4016465265062,926.6299701054198,784.6372136842032,750.3650400023106,768.7545573804979,809.5951356458851,789.1084169196298,814.7296321893232,922.7745300703176,836.5342207212128,700.304923722469,746.0930393718013,728.0791475515059,717.9331127128964,827.1088727719665,3753.9456359687188,3335.282360855443,4318.6093338941155,3618.1954507513333,3684.117462897367,3496.188196179996,3429.4042884577357,4099.267298330572,3515.4921326863387,2250.0817149952145,1887.902260093328,2085.3395747585837,2711.8747238486735,2881.322987420603,4526.154586914732,4860.055938487894,4232.882723260147,4691.644841900131,5043.97369778754,4575.1445742390315,4557.722779144886,6171.44690104377,3124.26427313057,3132.4821378639163,3089.4005403926194,3119.468309368666,3082.6846397728605,3215.9232118446685,1345.6906514081643,1442.166200371858,1378.0057198179088,1295.0410203234776,1328.8655247889458,1250.1743116333018,1209.3898330537536,1330.842734503326,1251.614142046656,1254.1993318447828,1155.0837612592406,1252.4387663851105,1345.6574967826236,1350.7852573246043,1256.3712237316,981.5890342312598,1118.5663490912975,1309.6167382647757,1151.6319240795826,1209.5755986585687,1366.6260581752717,1110.7687519321353,1132.500059356521,2214.7131866632526
1083.6815944877994,1079.7364899387667,1167.2201830987656,1090.7325351254178,1080.1088944759458,707.4485766051251,295.0766254245246,263.3891920372969,1423.4930017274053,1256.0639934642418,1598.3243779439538,1786.5077882941325,1085.9348387268126,1435.4794590197348,843.9408849391228,853.5144108443756,1324.1042818113046,1580.7996119640345,768.9127928638304,1670.3264946334257,1541.449358968565,800.2669249182635,996.654355654399,685.3059188162706,665.1901228337622,1386.5609712585965,401.26100711330145,305.9923436274413,162.80666385000868,685.8228078900678,562.0663748527699,305.6067851065419,0.0,187.12437656489942,267.17271625126324,622.8735358062369,440.577813472295,143.92234998549276,2259.327986652453,3302.765757418146,2121.8878505333346,1936.1456888070347,1917.6279084161504,1984.992406951506,1851.3225846622822,1061.4762850929956,1190.8027320437868,1079.7147327833752,1045.4875692549429,1074.0549184702893,1114.9229057948514,1094.6008616094934,1119.2922993449993,1213.2834685147564,1129.636620324842,1000.9005899144871,1040.0600197889366,1032.7473094239265,1022.440842534041,1129.386467356053,4059.0432898719882,3640.46107462952,4623.402604033891,3923.6351299495354,3989.4899174320267,3801.409070970039,3734.9936821818,4404.660301798919,3818.319220384572,2551.4326163725636,2188.0301794538245,2387.795039216777,3014.818622311469,3185.299611311886,4831.744568560762,5165.49563212628,4538.459090907895,4997.204917114718,5349.173006145571,4880.737267298755,4862.8105566518625,6467.162910615889,3429.443544693027,3438.0813465717088,3395.0024140170412,3424.9640145946764,3388.270503719349,3521.074719217799,1638.7315498576584,1642.5138680811979,1629.9328043911837,1586.4518776554137,1600.3012064720292,1532.3838928652322,1499.8201583494724,1607.8644292251702,1540.5219375561942,1535.9291831639903,1438.5252617202939,1545.8889423927105,1569.5692132804238,1615.4616676469007,1543.4179772888433,1269.6937945274287,1409.7822377408502,1539.1579388162547,1387.881446225777,1496.1372654339848,1604.2722217973712,1362.699180585237,1411.106671928294,2331.752580602455
1173.3772881652924,1187.6379862354988,1282.1351561035824,1209.2621228542432,1194.5377557507152,764.8665089272347,350.25828305946385,295.70882293238816,1526.5145017432894,1366.1298607020963,1711.8150490805394,1817.0334387201353,1211.7105603851294,1550.103719551428,905.4363523901864,901.0951406644429,1171.5045303658326,1476.9559463198686,604.0810701251077,1570.3386520717459,1474.6356840624462,752.3585426310719,809.7297063173063,566.1613530544947,715.8410035916194,1237.767566588071,299.97087309058423,236.99270581943267,257.7805260931757,667.2290728580406,554.3249715985262,186.9287010171881,187.12437656489942,0.0,118.6214446298992,593.9487141706958,471.5206657064964,142.05901926684993,2169.458845067128,3237.0995197042976,2050.8418772840555,1843.8208086455336,1837.9582161174171,1904.6458363605734,1770.3586546580543,890.4514058785613,1006.3486768600079,909.4491293917475,875.4947862103384,932.2267386677069,963.5651761389458,950.7253255379165,963.9770225926723,1038.7298838074387,957.3958429198564,837.60355147294,926.874605416833,878.456008102465,885.477584242663,999.2301496233662,3913.875989561675,3494.936023015044,4464.090399586515,3775.711157017611,3842.224137528517,3655.4959869820145,3582.3780118847003,4257.027728416958,3653.6197515676117,2384.866426125284,2020.0571497672345,2223.388285882116,2850.841944019203,3023.799391486241,4680.970692273341,5009.99923670032,4388.180596413233,4847.1483743274775,5191.7411398856375,4729.851416301692,4717.416940980407,6292.462313849614,3284.0304507158444,3287.53028859702,3243.1068895809326,3270.8074222882856,3238.2571746101785,3364.0508078516627,1464.6029304712217,1458.4360313342665,1443.2795199997288,1411.2725799546529,1416.6645051849923,1352.391141497298,1324.2086202585265,1425.8065713895874,1363.8589573262425,1355.729637563793,1259.292610678924,1372.3063636965787,1382.9143300741043,1430.38162624972,1365.6977208313315,1093.398296716141,1234.9602483519245,1352.2006457667278,1200.7571157023758,1318.2754912479832,1417.1499090656878,1176.2415208220539,1229.9924404523165,2169.7650674704314
1291.8926706494171,1304.9874290235102,1398.7310274719578,1325.2619106189957,1311.1177953149297,883.015630328249,468.79949669086625,414.30135216575667,1644.4943075319002,1483.3829841449528,1828.8596719080883,1930.2382915636474,1326.435999099859,1666.9253143465166,1023.6087526888158,1018.2417134431782,1193.2366241531154,1538.0026132560492,619.7109278517594,1633.390521959085,1556.7944452071472,848.7160719908338,762.7710782982246,629.3503032240808,833.6785259236377,1263.1030992156348,185.19710746639848,144.3965679711998,371.0532545097499,570.5899143559216,465.72757903039167,73.60727391192655,267.17271625126324,118.6214446298992,0.0,494.8732219686224,407.65961318585977,151.80428990145992,2236.5403779010603,3315.582839265313,2128.731461508633,1910.4615693746714,1911.9280661994494,1978.0127878964392,1843.864808670106,794.3352216442619,933.3155714797717,812.5442838803226,778.3153496706698,818.5545898446245,853.6305380176203,837.7627655088019,856.0205564143089,946.6098896478113,862.5819029952625,734.5844749007503,808.3958694991254,769.8365599109428,770.3276658632775,882.7380870987045,3802.584355094761,3383.7201330138505,4359.348688564103,3665.4373707201553,3731.7024099743867,3544.4431881949013,3474.0813285801446,4146.6921030277435,3552.301543103076,2284.846554131501,1921.147071877962,2121.7164702628065,2748.94423686844,2920.2626901054387,4571.960011383501,4903.222636426829,4278.932841860195,4737.8449428604545,5085.989708339929,4620.893056392438,4606.285525812196,6200.122237125713,3172.7429177274553,3178.273057289143,3134.436045221903,3163.201914906797,3128.7629765537217,3257.9288391412183,1371.8171868661334,1423.824630150473,1379.5585519783667,1319.7779909848591,1340.272567295112,1268.1024869747332,1233.2976028521668,1345.5312188507128,1274.3393822553962,1271.8114822355074,1173.768992812741,1278.9047059281033,1335.4390426165696,1358.5498283867025,1277.6953281387039,1003.5358783308757,1143.0813018539616,1301.4904036798039,1145.8042035500303,1230.515702529552,1361.9088266832712,1111.7735835968751,1147.9673607444543,2175.059454028986
1703.6524221617503,1691.1256357280813,1772.3946912272654,1693.6952895879738,1686.7356354812855,1328.0549794563285,908.9576133926605,865.2337457827539,2035.3805802148236,1864.2365839501122,2200.7340425517655,2400.8256457486923,1681.633378665848,2038.1707354559026,1465.8543632245223,1472.184014869134,1605.039783129727,2009.5947946069539,1048.0582732128669,2106.9147956614497,2048.3116053437357,1342.9443194689215,1026.926308988281,1113.1799791114595,1283.7156398203476,1680.14302509104,324.2030522252168,357.0947031237345,782.4354100233777,77.52182015979335,83.48196185261357,422.37692929878284,622.8735358062369,593.9487141706958,494.8732219686224,0.0,228.6788906555574,494.5889847129366,2712.656312839304,3802.552173081777,2616.384184779469,2387.0993144856475,2396.4672070953848,2461.8120310958066,2328.12735243563,821.3552484929091,1068.862313639536,830.1399293776295,801.2272795620157,667.8182294601191,745.6277206368555,693.6415942085142,769.5514256571726,973.4860919283983,885.2661793302865,722.2591001728065,533.5273960879133,695.1020432549611,605.6578992055202,666.833943834261,3558.0790758375865,3143.96104539747,4172.599095302662,3432.9728970342226,3496.0470359234773,3304.848675838413,3263.2769047865386,3909.6416781333637,3400.9112073601837,2165.9604660288255,1822.7633224797298,1994.374040719319,2604.6244535468286,2759.4459136853275,4345.256839877026,4695.211016503895,4051.8818270168317,4507.279025735716,4885.896919459797,4394.388269125212,4357.880465177718,6093.533334041128,2934.5485829004165,2961.4349529389083,2923.9951625123213,2962.662268318357,2910.1503826444678,3069.8342258427324,1348.1525666050848,1673.8276096859602,1516.10566271526,1308.9735922768132,1417.2896213396425,1306.8507716598792,1233.9391573669016,1401.0177641226205,1280.3335931786953,1312.4198592010214,1213.9661123629585,1258.6063019045152,1543.1693074577427,1457.7192367395717,1293.0330821095556,1036.8459499301157,1146.3527381600043,1498.7325377776567,1337.7827278462123,1251.5962300097635,1536.719721529463,1266.4281555968732,1211.1031016620407,2526.4851086149392
1501.0117485681499,1480.5503138549764,1558.0994160658847,1478.7124838964178,1473.483347800451,1145.0542838251254,735.5445139927172,700.2129589536618,1823.9900753855554,1651.1313215284847,1984.0063085068946,2226.140748880351,1463.9540053682256,1821.945425388784,1279.195809778222,1292.2610847914905,1593.694753602633,1943.2096994063563,1021.2629147363613,2037.812519662807,1945.5391226121012,1216.5088375494627,1089.2893667485882,1032.3851367433642,1104.428331096887,1665.213568811359,307.57931840114185,268.5345015190037,603.2881576907141,267.58339720444394,147.30770230481127,351.17731175415446,440.577813472295,471.5206657064964,407.65961318585977,228.6788906555574,0.0,340.8615021993522,2639.0723887932395,3708.40475198132,2522.30608126902,2313.1585857764676,2309.3160737741996,2375.9323976814826,2241.644207130101,967.7420743443607,1185.4175172614928,980.0576917704268,948.0948502674972,861.330872667354,930.6027155167797,886.4346251737904,949.3385783599399,1125.4582047640813,1035.6701769151782,876.9337827343494,750.755577739697,868.1638933554983,800.1283416754278,876.0924314535321,3784.230190553713,3369.441766144354,4392.997760206875,3658.0052861217805,3721.4143370784777,3530.4335103104145,3485.8816767563867,4135.371182422654,3615.146267288188,2371.1045907756834,2021.727117964204,2200.528449697618,2816.1226514527007,2974.1765745717094,4570.286950896807,4918.524220141489,4276.793278708926,4732.731081433746,5108.413847578605,4619.423531440416,4584.671090019226,6302.223307862189,3159.711133703551,3184.4133498814135,3146.175719897208,3183.6499996235143,3133.2710399582543,3289.2848857887525,1523.3646977073013,1753.4556392959628,1640.7788324634896,1479.8738921724025,1561.8812806401415,1462.4150814211525,1400.1886547417023,1552.5906850538154,1445.7382926839527,1467.4756427522157,1367.4033042130566,1431.5050602853423,1639.8980329744425,1595.199360631431,1455.770816826083,1188.5110850188996,1310.1376323874572,1599.2740960305916,1438.0811466055313,1411.8400023014658,1646.865472658094,1380.2588400739755,1356.8850795270428,2558.0106673365904
1222.1193363112825,1221.7248136393625,1310.2114578488902,1234.0343555599047,1222.9756624887593,834.664227070224,414.6166848388979,370.952665757849,1565.0407324542891,1398.532002129835,1741.3907855504415,1906.4458673867846,1229.7281882655175,1578.5943364707182,973.3761309254253,977.9072824892364,1310.9385723875898,1617.1819316011154,740.8668605146311,1710.0357184243783,1606.5131788606516,875.6473399473938,913.1033060964145,707.1597052031026,789.5503394044406,1377.9926642371265,257.7848929905044,162.24164490755382,291.23522404940735,562.4645603373511,442.2482175709452,169.0383175831697,143.92234998549276,142.05901926684993,151.80428990145992,494.5889847129366,340.8615021993522,0.0,2307.6631556637994,3369.821397767802,2184.508513985643,1982.3350663328297,1973.7032333179175,2040.6044446762585,1906.363370971252,935.3591005047072,1084.0995618737295,952.8425308429412,918.5571595279122,933.363468768518,977.0581800685839,954.3931455701481,983.0198649561248,1089.9164512660354,1004.3028448262866,869.3239906726405,896.1380228073223,896.3334440329006,880.7765747219565,986.4462896063134,3917.5173339637986,3499.079106126819,4486.368283028441,3782.789553909508,3848.4671120830812,3660.090162069366,3595.5554025779584,4263.670704401544,3684.2375523065434,2419.079468645691,2056.939539827162,2254.2066939138126,2880.612579345548,3049.6842756900114,4691.555207208645,5026.823674968284,4398.163992328387,4856.789278910746,5211.22603998308,4740.574797929492,4721.242022753913,6340.196834742761,3288.0738823081024,3298.0616368466817,3255.4092787146024,3286.1277383679503,3248.1036181229297,3383.3073845191793,1513.6881070791915,1571.9324384152208,1531.2401086428304,1462.6339337171385,1489.9327011022885,1415.0189810660981,1376.6925691715799,1493.9678066992028,1418.523386783769,1418.8873073926347,1320.2551486328878,1420.498154874705,1486.302185958513,1509.248233444195,1422.7462516629823,1148.0798546251744,1286.028941101421,1452.7678725918045,1297.4224787130668,1375.775465269975,1513.5888408426251,1263.4632659487027,1295.9877869923387,2305.0074430915383
